time(ms), aX , aY, aZ, , gX, gY, GZ, mX, mY, mZ, q0, q1, q2, q3
1122,-0.0100,0.0013,0.9867,-0.0763,-0.0610,0.0381,306.0800,450.1500,305.1800,0.827688,0.274540,-0.061216,0.485605
1130,-0.0094,0.0029,0.9893,-0.0534,-0.0687,0.0076,306.0800,450.1500,305.1800,0.829414,0.270908,-0.060877,0.484742
1136,-0.0131,0.0021,0.9902,0.0305,-0.0305,0.0076,306.0800,450.1500,305.1800,0.830762,0.268055,-0.060587,0.484057
1145,-0.0099,0.0013,0.9884,0.1144,-0.0305,0.0000,306.0800,450.1500,305.1800,0.832658,0.264006,-0.060179,0.483073
1155,-0.0114,0.0021,0.9880,0.0839,-0.0610,0.0305,306.0800,450.1500,305.1800,0.834684,0.259644,-0.059716,0.481997
1165,-0.0089,0.0042,0.9902,0.1602,-0.1297,0.0076,306.0800,450.1500,305.1800,0.836728,0.255219,-0.059234,0.480875
1175,-0.0100,0.0031,0.9895,-0.0229,-0.0076,0.0305,-126.8100,41.3500,-120.4100,0.838157,0.252479,-0.055218,0.480310
1185,-0.0094,0.0018,0.9863,0.0458,-0.0763,0.0229,-126.8100,41.3500,-120.4100,0.839618,0.249648,-0.051098,0.479694
1195,-0.0123,0.0005,0.9926,0.0992,-0.0763,0.0076,-126.8100,41.3500,-120.4100,0.841070,0.246803,-0.046983,0.479042
1205,-0.0089,0.0015,0.9871,-0.0153,0.0076,0.0534,-126.8100,41.3500,-120.4100,0.842488,0.244001,-0.042952,0.478364
1215,-0.0098,0.0037,0.9883,-0.0534,0.0076,0.0381,-126.8100,41.3500,-120.4100,0.843916,0.241177,-0.038863,0.477630
1225,-0.0074,0.0018,0.9889,-0.0916,-0.1068,0.0305,-126.8100,41.3500,-120.4100,0.845336,0.238340,-0.034820,0.476854
1235,-0.0071,0.0038,0.9910,-0.1373,-0.0153,0.0153,-296.9000,-145.5300,-327.0000,0.846188,0.235582,-0.030092,0.477034
1245,-0.0087,0.0002,0.9921,-0.0534,0.0305,-0.0076,-296.9000,-145.5300,-327.0000,0.847030,0.232769,-0.025330,0.477197
1257,-0.0116,-0.0010,0.9858,0.1678,-0.0153,0.0229,-296.9000,-145.5300,-327.0000,0.847946,0.229613,-0.019993,0.477353
