179316,-0.008789,0.007813,1.047852,-0.610352,0.366211,0.244141,12.313153,358.976135,359.718231,"-342
"
179422,-0.011230,0.010254,1.067871,-0.854492,0.122070,0.244141,12.311718,358.966217,359.726593,"-342
"
179529,-0.005859,0.009766,1.058105,-0.732422,0.366211,0.305176,12.310256,358.976440,359.716827,"-342
"
179635,-0.001953,0.012695,1.024414,-0.549316,0.427246,0.244141,12.311193,358.990234,359.717194,"-342
"
179699,-0.007324,-0.004883,1.034668,-0.488281,0.427246,0.244141,12.308790,359.000092,359.715271,"-342
"
179805,-0.009766,-0.014648,1.041992,-0.732422,0.305176,0.183105,12.308569,359.003296,359.717651,"-342
"
179912,-0.002441,-0.007324,1.023926,-0.671387,0.488281,0.244141,12.304668,359.003510,359.722687,"-342
"
180018,-0.006836,-0.018066,1.031738,-0.610352,0.488281,0.244141,12.304723,359.014282,359.719269,"-342
"
180125,-0.021973,-0.002930,1.056152,-0.793457,0.183105,0.122070,12.303604,359.000824,359.731689,"-342
"
180231,-0.014160,-0.008789,1.022461,-0.671387,0.366211,0.244141,12.303998,358.986450,359.734650,"-342
"
180295,-0.005859,0.010742,1.061035,-0.671387,0.366211,0.366211,12.304361,358.991882,359.732666,"-342
"
180402,-0.007813,0.009766,1.073730,-0.854492,0.183105,0.244141,12.301677,359.004456,359.732178,"-342
"
180508,-0.017090,0.008301,1.075195,-0.610352,0.305176,0.244141,12.299621,359.000702,359.736420,"0
"
180614,0.313477,-0.000488,0.806641,-2.746582,0.671387,-5.310058,12.344560,359.293884,359.741760,"0
"
180720,0.101074,-0.064941,1.024414,-1.525879,0.305176,-2.624511,12.550531,0.345399,359.838135,"0
"
180826,0.084961,0.000000,1.090820,-1.708984,1.770019,-2.563476,12.774578,0.888641,359.889771,"3
"
180932,0.012695,0.000000,0.942871,0.000000,0.366211,-5.798339,13.176639,1.364549,359.921326,"6
"
180994,0.049805,0.007324,1.185059,0.305176,-1.708984,-4.577637,13.780752,1.664215,359.951691,"11
"
181100,0.057617,0.011230,0.937988,0.976562,-2.197266,-1.831055,14.167403,1.878957,359.967651,"19
"
181206,-0.044434,-0.027344,0.882813,0.000000,1.403808,-2.380371,14.370029,1.849129,359.956818,"24
"
181312,0.088867,0.011230,1.202148,-1.220703,0.549316,-0.854492,14.526258,1.903111,359.995636,"26
"
181418,-0.025879,-0.002930,1.182129,0.122070,-0.427246,0.488281,14.607772,1.987955,0.034025,"28
"
181523,0.004395,0.056152,1.353516,0.122070,-0.305176,-0.854492,14.654646,1.762493,0.038207,"29
"
181629,0.004883,0.030273,0.901367,-0.976562,2.197266,0.671387,14.655943,1.525073,0.039754,"30
"
181734,-0.011230,-0.022461,0.719238,0.488281,2.746582,0.610352,14.579686,1.414760,0.052715,"30
"
181797,0.061035,-0.022461,1.428223,-0.427246,1.098633,1.953125,14.514132,1.258447,0.063320,"29
"
181902,0.095703,0.013184,1.258301,-1.220703,1.525879,2.136230,14.394065,1.559634,0.122896,"28
"
182008,-0.015625,0.018066,0.942871,-0.488281,1.403808,1.953125,14.220830,1.579971,0.148366,"27
"
182113,-0.057617,0.009277,1.088379,-1.953125,2.929687,2.685547,14.017452,1.289043,0.147074,"24
"
182219,-0.073730,0.008301,0.952637,-1.525879,0.366211,2.624511,13.744795,0.990314,0.095208,"22
"
182324,-0.041504,0.023926,1.131348,-2.014160,-1.098633,2.807617,13.489614,1.279062,0.164680,"18
"
182430,0.012695,0.081055,1.102051,0.244141,-0.732422,4.150391,13.276928,1.075037,0.144946,"15
"
182493,-0.099609,-0.137207,1.125977,0.061035,-0.793457,2.563476,12.975755,1.328446,0.099840,"12
"
182598,-0.124023,0.150391,1.389648,1.037598,1.159668,1.708984,12.777463,0.981134,0.121149,"8
"
182704,0.008789,0.006348,1.413574,-0.061035,0.061035,2.502441,12.605624,1.005278,0.084088,"6
"
182809,0.107422,-0.010742,0.940430,0.366211,-1.525879,1.647949,12.424724,1.025184,0.015989,"3
"
182914,-0.006836,0.021973,1.328125,-2.380371,-2.319336,1.098633,12.245492,1.311034,359.998077,"1
"
183020,0.208496,0.089355,0.676758,-1.098633,-0.366211,2.136230,12.085323,1.164502,359.988312,"0
"
183126,0.057129,0.030273,0.886719,0.488281,0.183105,1.708984,11.922109,1.360848,359.997925,"-2
"
183231,-0.059570,0.017578,0.969727,-0.854492,0.122070,1.953125,11.794638,1.308391,359.931580,"-5
"
183294,-0.129883,0.089844,0.944824,-0.244141,-2.502441,2.441406,11.630058,1.474604,359.898773,"-6
"
183401,0.060059,-0.012695,1.449707,0.061035,-0.122070,2.563476,11.438430,1.488862,359.850098,"-8
"
183506,0.022949,0.044434,0.967773,-1.525879,1.037598,2.197266,11.248826,1.536077,359.816315,"-11
"
183612,-0.108398,0.038574,0.880859,-3.417969,-4.272461,1.342773,11.142804,1.579349,359.843048,"-13
"
183719,-0.038086,-0.029297,1.346191,0.549316,3.662109,0.610352,11.037496,1.498135,359.860931,"-15
"
183825,-0.073242,-0.053711,1.085449,-4.150391,0.000000,0.915527,10.978797,1.138425,359.788696,"-16
"
183931,-0.050293,-0.029297,1.221191,0.366211,0.427246,0.366211,10.945112,1.053760,359.757751,"-17
"
183994,-0.125000,0.051270,0.509277,2.197266,4.638672,0.244141,11.004191,0.989303,359.715790,"-17
"
184100,0.129883,0.039551,1.309570,-0.305176,2.136230,-0.549316,11.026668,1.215425,359.614655,"-17
"
