591194,-0.020996,0.007813,1.050781,-0.793457,0.244141,0.244141,9.183985,358.648682,359.634674,"-7
"
591299,-0.007813,0.017090,1.064941,-0.915527,0.061035,0.305176,9.179266,358.647217,359.635712,"-7
"
591362,-0.014160,-0.003418,1.027344,-0.610352,0.610352,0.305176,9.174888,358.634277,359.635498,"-7
"
591468,0.000977,0.002441,1.027832,-0.671387,0.549316,0.305176,9.169834,358.636932,359.632690,"-7
"
591573,-0.008301,0.017090,1.038574,-0.854492,0.183105,0.122070,9.165999,358.634583,359.639801,"-8
"
591679,-0.009766,-0.007324,1.038574,-0.610352,0.427246,0.183105,9.163112,358.623505,359.632263,"-8
"
591785,-0.001465,0.012695,1.049805,-0.793457,0.244141,0.244141,9.158399,358.625671,359.644928,"-8
"
591891,-0.012207,0.020508,1.064453,-0.915527,0.122070,0.244141,9.153388,358.616547,359.636536,"-8
"
591996,-0.025879,0.011230,1.049316,-0.732422,0.244141,0.244141,9.147083,358.629028,359.633270,"-8
"
592059,-0.024902,0.006348,1.024902,-0.610352,0.427246,0.244141,9.143919,358.614441,359.627502,"-8
"
592165,-0.016113,-0.007324,1.001953,-0.610352,0.671387,0.244141,9.139565,358.603760,359.630127,"-8
"
592271,-0.002930,0.005371,1.050293,-0.793457,0.427246,0.183105,9.136658,358.601074,359.630981,"-8
"
592376,0.004883,0.013672,1.062500,-0.854492,0.183105,0.244141,9.131597,358.608887,359.627380,"-8
"
592482,-0.028809,0.010254,1.052734,-0.732422,0.061035,0.244141,9.128072,358.613434,359.623138,"-8
"
592588,-0.017090,-0.005371,1.020996,-0.610352,0.244141,0.244141,9.126711,358.610931,359.616821,"-8
"
592693,-0.017578,0.005371,1.027344,-0.915527,0.061035,0.183105,9.123503,358.610382,359.620605,"0
"
592799,0.115723,0.041504,1.492188,-1.708984,5.371093,-1.586914,9.114977,358.684326,359.627197,"0
"
592862,0.098145,0.025391,0.925293,-0.427246,0.915527,-0.427246,9.231883,359.580261,359.628815,"0
"
592968,0.016602,-0.042969,1.005859,-0.366211,0.244141,-1.403808,9.320591,359.882721,359.640747,"1
"
593074,0.063965,-0.006348,1.149414,0.061035,-1.403808,-3.356933,9.612239,0.220080,359.730469,"2
"
593179,0.007813,0.025879,0.992676,-1.586914,-0.122070,-4.577637,9.977896,0.593063,359.717560,"6
"
593285,0.005371,0.022461,0.904297,-0.915527,1.281738,-3.295898,10.432201,0.826031,359.774872,"11
"
593390,0.065918,-0.034668,1.036621,-0.061035,0.366211,-3.906250,10.848925,0.835840,359.805786,"16
"
593496,-0.005371,-0.049316,1.159668,-0.671387,1.586914,-3.295898,11.247951,0.778236,359.793915,"22
"
593560,-0.044922,0.024902,0.916992,-2.075195,-1.220703,-3.051758,11.559768,0.703814,359.754547,"27
"
593666,0.042969,-0.029785,1.103027,0.244141,-1.220703,-2.624511,11.872667,0.638853,359.757355,"31
"
593772,0.039551,-0.039551,0.992676,-0.610352,0.732422,-1.831055,12.120070,0.706447,359.757599,"35
"
593878,-0.045410,-0.017090,1.271973,-0.427246,-0.732422,-1.892090,12.348020,0.706662,359.863281,"38
"
593984,0.059570,0.051270,0.953125,-0.671387,-0.671387,-0.488281,12.568140,0.612385,359.935486,"41
"
594090,0.011230,0.109863,0.971680,-0.061035,0.488281,0.610352,12.642507,0.853420,359.927612,"44
"
594195,0.108887,-0.049316,0.985352,1.159668,2.441406,-0.122070,12.607472,0.891182,359.824036,"45
"
594259,0.026855,0.035645,0.875977,-1.525879,1.281738,0.183105,12.645030,0.623666,359.787750,"45
"
594365,-0.064941,-0.025391,0.789551,-3.417969,-3.356933,-0.244141,12.620224,0.597052,359.756897,"45
"
594471,0.104980,-0.023438,1.095703,-0.976562,1.403808,0.305176,12.575935,0.848609,359.810791,"45
"
594577,0.083984,0.083984,1.146484,-1.037598,1.098633,-0.732422,12.567222,0.824137,359.804565,"44
"
594683,0.042480,-0.071777,0.816406,3.845215,-0.244141,-0.183105,12.661559,0.770974,359.832123,"44
"
594788,0.014160,-0.059082,1.264160,-0.244141,0.549316,-0.671387,12.775744,0.446025,359.856079,"45
"
594894,-0.030273,0.062500,1.265625,0.061035,-1.770019,1.770019,12.809062,0.590962,359.917511,"47
"
594957,0.050781,0.056152,1.340332,-0.366211,0.366211,2.014160,12.672292,0.553778,359.750580,"47
"
595063,-0.170410,0.168945,1.233887,0.915527,3.662109,1.342773,12.495482,0.373488,359.588745,"46
"
595169,0.027832,0.035156,1.113281,-1.403808,-0.854492,1.159668,12.388745,0.107776,359.562927,"43
"
595275,-0.079102,0.023926,0.703613,-1.831055,0.915527,0.488281,12.317560,0.337868,359.640961,"42
"
595381,-0.060547,0.076172,0.879883,-2.441406,-4.638672,0.183105,12.291300,0.416157,359.779999,"41
"
595487,-0.008301,0.004883,0.884766,-0.610352,0.488281,0.061035,12.286935,0.535266,359.838348,"41
"
595592,0.058594,-0.025879,0.786133,-1.953125,1.708984,-0.183105,12.324608,0.435840,359.791504,"41
"
595656,-0.036621,0.043457,1.127441,-2.807617,0.549316,0.671387,12.321898,0.333768,359.761200,"41
"
595761,-0.073730,0.002441,1.354004,1.220703,-0.244141,1.464844,12.243870,0.365351,359.805450,"41
"
595867,-0.076172,-0.002930,0.932617,-1.342773,-1.220703,2.197266,12.037879,0.608303,359.848114,"40
"
595973,0.052246,-0.054199,0.758789,-2.380371,3.051758,-0.427246,11.882736,0.641262,359.883728,"37
"
596079,-0.088379,-0.012695,0.685547,-0.671387,-0.732422,1.159668,11.871188,0.538049,0.013781,"35
"
596185,-0.008301,0.014648,0.899414,-1.586914,1.220703,0.976562,11.800007,0.462623,0.007070,"35
"
596290,-0.089355,0.000977,1.284668,-2.807617,3.295898,1.464844,11.692538,0.168865,0.058382,"34
"
596395,-0.026367,-0.024414,1.155762,0.854492,3.234863,2.380371,11.559009,359.829559,0.028233,"33
"
596458,-0.019043,-0.046387,0.905762,0.244141,-1.098633,1.953125,11.287487,359.819885,359.876892,"31
"
596565,0.137207,-0.003906,1.755371,2.075195,3.051758,0.305176,11.102078,359.690948,359.784607,"28
"
596671,-0.030273,-0.032227,1.083496,-0.793457,2.685547,0.427246,11.001328,359.645111,359.788788,"25
"
596777,0.043945,-0.103027,0.939453,0.610352,-0.183105,0.427246,10.960158,359.509460,359.740967,"24
"
596884,-0.031738,0.003418,0.921387,-0.793457,-2.075195,0.488281,10.953813,359.504883,359.694489,"23
"
