time(ms), aX , aY, aZ, , gX, gY, GZ, mX, mY, mZ, q0, q1, q2, q3
95, -0.037109,0.011719,1.005371, -0.610352,0.427246,0.732422, -11.852963,23.405851,-37.359341, 0.999974,0.006915,0.002094,0.000633
195, -0.031250,0.011230,1.003906, -0.671387,0.366211,0.671387, -10.502625,22.955740,-36.909229, 0.999975,0.006155,0.003338,0.001276
295, -0.029297,0.012695,1.020996, -0.610352,0.183105,0.793457, -11.252813,24.306076,-37.209301, 0.999973,0.005461,0.004549,0.001944
395, -0.028809,0.000000,1.001465, -0.610352,0.244141,0.793457, -11.402851,23.105776,-37.359341, 0.999969,0.004799,0.005645,0.002625
495, -0.033691,0.019043,1.014160, -0.610352,0.305176,0.976562, -10.352589,25.206303,-38.409603, 0.999964,0.004184,0.006623,0.003382
595, -0.032227,0.009277,1.020508, -0.488281,0.366211,0.854492, -11.852963,24.456114,-38.409603, 0.999956,0.003649,0.007552,0.004138
695, -0.030273,0.005859,1.014160, -0.488281,0.244141,0.915527, -10.352589,24.156038,-37.659416, 0.999948,0.003132,0.008373,0.004905
796, -0.041504,0.009277,1.007813, -0.793457,0.305176,0.976562, -11.552888,25.056265,-37.509377, 0.999939,0.002669,0.009101,0.005663
895, -0.030762,0.014648,1.002930, -0.549316,0.244141,0.793457, -11.852963,24.906227,-38.109528, 0.999929,0.002183,0.009797,0.006422
996, -0.031738,0.000000,1.006348, -0.610352,0.305176,0.976562, -12.153038,24.906227,-38.709679, 0.999917,0.001771,0.010513,0.007190
1096, -0.028809,0.007813,1.000000, -0.610352,0.366211,0.915527, -11.252813,24.306076,-37.509377, 0.999905,0.001402,0.011146,0.007961
1196, -0.031250,0.007324,0.997559, -0.610352,0.366211,0.793457, -9.602401,24.156038,-38.109528, 0.999893,0.000983,0.011728,0.008733
1296, -0.032227,0.016602,1.010742, -0.610352,0.305176,0.854492, -10.502625,24.306076,-37.509377, 0.999880,0.000699,0.012246,0.009474
1396, -0.031738,0.007813,1.005859, -0.610352,0.244141,0.793457, -12.453114,25.206303,-38.109528, 0.999866,0.000440,0.012760,0.010227
1496, -0.033691,0.003906,1.020996, -0.610352,0.244141,0.854492, -11.552888,24.756189,-38.559639, 0.999853,0.000221,0.013173,0.010998
1597, -0.030273,0.005371,1.029297, -0.610352,0.244141,0.732422, -10.202551,23.555889,-38.559639, 0.999838,-0.000056,0.013666,0.011743
1697, -0.039063,0.016602,1.023926, -0.549316,0.305176,0.915527, -11.852963,24.456114,-37.359341, 0.999823,-0.000311,0.014054,0.012521
1797, -0.028320,0.004395,0.995605, -0.610352,0.366211,0.854492, -10.502625,25.356339,-37.209301, 0.999807,-0.000518,0.014459,0.013283
1897, -0.026855,0.008301,1.009277, -0.610352,0.427246,0.732422, -12.153038,23.855965,-38.709679, 0.999791,-0.000759,0.014844,0.014037
1997, -0.032715,0.006348,0.990234, -0.488281,0.244141,0.854492, -11.552888,22.955740,-37.209301, 0.999776,-0.000902,0.015143,0.014772
2097, -0.031250,-0.000977,1.023438, -0.671387,0.305176,0.976562, -10.052513,24.156038,-37.359341, 0.999761,-0.001090,0.015389,0.015492
2197, -0.039063,0.008789,0.995117, -0.549316,0.305176,0.854492, -10.952738,25.056265,-37.209301, 0.999745,-0.001284,0.015690,0.016218
2297, -0.037598,0.007813,1.008789, -0.610352,0.183105,0.732422, -11.402851,24.906227,-37.359341, 0.999728,-0.001441,0.015950,0.016931
2397, -0.026367,0.015625,1.011719, -0.671387,0.366211,0.793457, -12.453114,23.855965,-37.359341, 0.999712,-0.001640,0.016185,0.017638
2498, -0.026855,0.014160,1.025391, -0.549316,0.244141,0.793457, -9.902475,24.006002,-38.259563, 0.999695,-0.001758,0.016424,0.018354
2598, -0.032715,0.008789,0.998047, -0.549316,0.305176,0.854492, -11.552888,23.255814,-36.909229, 0.999679,-0.001895,0.016608,0.019060
2698, -0.020020,0.001953,1.018555, -0.488281,0.244141,0.793457, -11.402851,24.456114,-37.059265, 0.999661,-0.001961,0.016778,0.019810
2798, -0.032715,0.007813,1.002441, -0.610352,0.427246,0.671387, -10.802701,23.855965,-37.359341, 0.999643,-0.002061,0.016972,0.020524
2898, -0.024902,0.003906,1.005859, -0.610352,0.366211,0.915527, -11.852963,24.456114,-38.409603, 0.999624,-0.002188,0.017162,0.021278
2998, -0.035156,0.017578,1.021484, -0.488281,0.244141,0.793457, -10.952738,24.006002,-36.909229, 0.999605,-0.002267,0.017319,0.021995
3098, -0.022461,0.011719,1.018555, -0.549316,0.305176,0.854492, -11.102776,24.456114,-36.009003, 0.999586,-0.002235,0.017482,0.022733
3199, -0.028320,0.012695,1.015625, -0.671387,0.305176,0.732422, -11.252813,23.555889,-37.509377, 0.999567,-0.002338,0.017631,0.023429
3299, -0.032715,0.003418,1.000977, -0.549316,0.305176,0.854492, -11.102776,24.906227,-37.359341, 0.999547,-0.002399,0.017798,0.024145
3399, -0.026367,0.006836,1.001953, -0.549316,0.366211,0.793457, -11.252813,24.006002,-36.909229, 0.999528,-0.002461,0.017851,0.024885
3499, -0.031738,0.000488,0.998535, -0.671387,0.366211,0.915527, -11.402851,24.906227,-37.359341, 0.999509,-0.002568,0.017876,0.025607
3599, -0.036133,0.007813,1.005371, -0.671387,0.305176,0.793457, -12.003001,22.505627,-38.259563, 0.999488,-0.002671,0.017981,0.026336
3699, -0.034180,0.005371,1.020996, -0.488281,0.305176,0.732422, -11.102776,23.405851,-37.059265, 0.999467,-0.002761,0.018089,0.027044
3799, -0.026855,0.001465,1.004883, -0.549316,0.305176,0.915527, -10.952738,24.306076,-36.909229, 0.999446,-0.002835,0.018177,0.027727
3899, -0.034668,0.010254,1.007813, -0.610352,0.305176,0.854492, -10.802701,23.105776,-37.059265, 0.999423,-0.002867,0.018274,0.028483
3999, -0.036133,0.008301,1.012695, -0.610352,0.305176,0.854492, -9.602401,24.156038,-38.109528, 0.999400,-0.002929,0.018370,0.029226
4099, -0.029297,0.010742,1.005859, -0.549316,0.183105,0.732422, -10.802701,23.855965,-37.659416, 0.999377,-0.002961,0.018431,0.029962
4200, -0.037598,0.003906,0.998535, -0.549316,0.427246,0.793457, -11.252813,24.756189,-36.459114, 0.999354,-0.002994,0.018474,0.030675
4300, -0.036621,0.008301,1.007324, -0.610352,0.244141,0.854492, -12.453114,25.656414,-38.109528, 0.999331,-0.003014,0.018486,0.031400
4400, -0.031250,0.009277,1.010254, -0.671387,0.244141,0.854492, -9.302325,23.405851,-37.659416, 0.999306,-0.003072,0.018544,0.032151
4500, -0.029785,0.005859,1.004395, -0.488281,0.305176,0.793457, -10.202551,24.756189,-37.209301, 0.999281,-0.003174,0.018594,0.032890
4600, -0.027832,0.008301,1.020996, -0.549316,0.305176,0.793457, -11.102776,23.405851,-38.409603, 0.999256,-0.003167,0.018657,0.033610
4700, -0.034180,0.009277,1.021973, -0.549316,0.183105,0.915527, -11.252813,25.356339,-38.259563, 0.999230,-0.003197,0.018652,0.034362
4801, -0.027344,0.003418,0.999512, -0.610352,0.366211,0.793457, -11.102776,23.105776,-37.359341, 0.999204,-0.003224,0.018655,0.035111
4901, -0.029297,0.002441,1.019043, -0.549316,0.427246,0.793457, -12.153038,24.456114,-38.709679, 0.999179,-0.003239,0.018671,0.035822
5001, -0.030273,0.002930,1.011719, -0.549316,0.305176,0.915527, -12.153038,25.206303,-36.009003, 0.999151,-0.003292,0.018684,0.036558
5101, -0.026367,0.012695,1.011719, -0.549316,0.366211,0.793457, -10.052513,24.906227,-37.059265, 0.999126,-0.003282,0.018606,0.037283
5201, -0.032227,0.011230,1.012695, -0.427246,0.305176,0.915527, -11.252813,24.006002,-37.209301, 0.999097,-0.003299,0.018669,0.038027
5301, -0.036133,0.010254,1.008789, -0.549316,0.305176,0.671387, -11.252813,25.356339,-37.509377, 0.999069,-0.003308,0.018685,0.038739
5401, -0.039063,0.004395,1.015137, -0.549316,0.366211,0.854492, -9.452363,24.756189,-38.259563, 0.999038,-0.003367,0.018717,0.039512
5502, -0.033691,0.011719,1.001465, -0.610352,0.427246,0.915527, -12.003001,24.306076,-37.509377, 0.999007,-0.003387,0.018743,0.040277
5601, -0.038574,0.008301,1.012207, -0.549316,0.183105,0.793457, -10.352589,25.656414,-37.059265, 0.998976,-0.003401,0.018803,0.040999
